epoch,loss_data,loss_phys,loss_total
6690,0.00003112,0.00027515,0.00003387
6700,0.00003105,0.00027505,0.00003380
6710,0.00003098,0.00027494,0.00003373
6720,0.00003091,0.00027484,0.00003366
6730,0.00003084,0.00027474,0.00003359
6740,0.00003077,0.00027464,0.00003352
6750,0.00003070,0.00027455,0.00003345
6760,0.00003063,0.00027445,0.00003338
6770,0.00003056,0.00027436,0.00003330
6780,0.00003049,0.00027427,0.00003323
6790,0.00003042,0.00027419,0.00003316
6800,0.00003035,0.00027410,0.00003309
6810,0.00003028,0.00027402,0.00003302
6820,0.00003022,0.00027393,0.00003296
6830,0.00003015,0.00027385,0.00003289
6840,0.00003008,0.00027377,0.00003282
6850,0.00003001,0.00027370,0.00003275
6860,0.00002994,0.00027362,0.00003268
6870,0.00002988,0.00027355,0.00003261
6880,0.00002981,0.00027348,0.00003254
6890,0.00002974,0.00027341,0.00003247
6900,0.00002968,0.00027333,0.00003241
6910,0.00003359,0.00027305,0.00003632
6920,0.00004439,0.00027379,0.00004713
6930,0.00004446,0.00027382,0.00004719
6940,0.00002986,0.00027335,0.00003259
6950,0.00003108,0.00027297,0.00003381
6960,0.00002938,0.00027296,0.00003211
6970,0.00002946,0.00027294,0.00003219
6980,0.00002923,0.00027283,0.00003196
6990,0.00002916,0.00027271,0.00003189
7000,0.00002910,0.00027261,0.00003183
7010,0.00002904,0.00027253,0.00003176
7020,0.00002898,0.00027244,0.00003171
7030,0.00002892,0.00027235,0.00003165
7040,0.00002887,0.00027226,0.00003159
7050,0.00002881,0.00027218,0.00003153
7060,0.00002876,0.00027209,0.00003148
7070,0.00002870,0.00027201,0.00003142
7080,0.00002865,0.00027193,0.00003137
7090,0.00002859,0.00027185,0.00003131
7100,0.00002854,0.00027177,0.00003125
7110,0.00002848,0.00027169,0.00003120
7120,0.00002842,0.00027162,0.00003114
7130,0.00002837,0.00027154,0.00003109
7140,0.00002831,0.00027147,0.00003103
7150,0.00002826,0.00027140,0.00003097
7160,0.00002821,0.00027133,0.00003092
7170,0.00002815,0.00027126,0.00003086
7180,0.00002810,0.00027119,0.00003081
7190,0.00002804,0.00027113,0.00003075
7200,0.00002799,0.00027107,0.00003070
7210,0.00002793,0.00027100,0.00003064
7220,0.00002788,0.00027094,0.00003059
7230,0.00002783,0.00027088,0.00003053
7240,0.00002777,0.00027083,0.00003048
7250,0.00002772,0.00027077,0.00003043
7260,0.00002766,0.00027071,0.00003037
7270,0.00002761,0.00027066,0.00003032
7280,0.00002756,0.00027061,0.00003026
7290,0.00002750,0.00027056,0.00003021
7300,0.00002745,0.00027051,0.00003016
7310,0.00002740,0.00027046,0.00003010
7320,0.00002735,0.00027041,0.00003005
7330,0.00002729,0.00027037,0.00003000
7340,0.00002724,0.00027032,0.00002994
7350,0.00002719,0.00027028,0.00002989
7360,0.00002713,0.00027024,0.00002984
7370,0.00002708,0.00027020,0.00002978
7380,0.00002703,0.00027016,0.00002973
7390,0.00002698,0.00027012,0.00002968
7400,0.00002693,0.00027008,0.00002963
7410,0.00002687,0.00027005,0.00002957
7420,0.00002682,0.00027001,0.00002952
7430,0.00002677,0.00026998,0.00002947
7440,0.00002704,0.00027001,0.00002974
7450,0.00009835,0.00027093,0.00010106
7460,0.00004443,0.00027058,0.00004713
7470,0.00002694,0.00026998,0.00002964
7480,0.00002884,0.00026975,0.00003154
7490,0.00002660,0.00026985,0.00002930
7500,0.00002672,0.00026979,0.00002942
7510,0.00002642,0.00026966,0.00002912
7520,0.00002640,0.00026959,0.00002910
7530,0.00002632,0.00026954,0.00002902
7540,0.00002628,0.00026947,0.00002898
7550,0.00002624,0.00026940,0.00002893
7560,0.00002619,0.00026932,0.00002889
7570,0.00002615,0.00026925,0.00002884
7580,0.00002611,0.00026919,0.00002880
7590,0.00002606,0.00026912,0.00002875
7600,0.00002602,0.00026906,0.00002871
7610,0.00002598,0.00026900,0.00002867
7620,0.00002593,0.00026894,0.00002862
7630,0.00002589,0.00026887,0.00002858
7640,0.00002585,0.00026882,0.00002854
7650,0.00002581,0.00026876,0.00002849
7660,0.00002576,0.00026870,0.00002845
7670,0.00002572,0.00026864,0.00002841
7680,0.00002568,0.00026859,0.00002836
7690,0.00002564,0.00026853,0.00002832
7700,0.00002559,0.00026848,0.00002828
7710,0.00002555,0.00026843,0.00002823
7720,0.00002551,0.00026838,0.00002819
7730,0.00002547,0.00026833,0.00002815
7740,0.00002542,0.00026828,0.00002811
7750,0.00002538,0.00026823,0.00002806
7760,0.00002534,0.00026818,0.00002802
7770,0.00002530,0.00026814,0.00002798
7780,0.00002526,0.00026809,0.00002794
7790,0.00002521,0.00026805,0.00002789
7800,0.00002517,0.00026801,0.00002785
7810,0.00002513,0.00026797,0.00002781
7820,0.00002509,0.00026793,0.00002777
7830,0.00002505,0.00026789,0.00002773
7840,0.00002501,0.00026785,0.00002768
7850,0.00002496,0.00026781,0.00002764
7860,0.00002492,0.00026777,0.00002760
7870,0.00002488,0.00026773,0.00002756
7880,0.00002484,0.00026770,0.00002752
7890,0.00002480,0.00026766,0.00002748
7900,0.00002476,0.00026763,0.00002743
7910,0.00002472,0.00026760,0.00002739
7920,0.00002468,0.00026757,0.00002735
7930,0.00002464,0.00026753,0.00002731
7940,0.00002459,0.00026750,0.00002727
7950,0.00002455,0.00026747,0.00002723
7960,0.00002451,0.00026744,0.00002719
7970,0.00002447,0.00026742,0.00002715
7980,0.00002443,0.00026739,0.00002711
7990,0.00002440,0.00026738,0.00002708
8000,0.00003642,0.00026774,0.00003910
8010,0.00005202,0.00026686,0.00005469
8020,0.00002428,0.00026749,0.00002696
8030,0.00002790,0.00026762,0.00003057
8040,0.00002428,0.00026725,0.00002695
8050,0.00002458,0.00026711,0.00002725
8060,0.00002417,0.00026714,0.00002684
8070,0.00002416,0.00026708,0.00002683
8080,0.00002408,0.00026698,0.00002675
8090,0.00002405,0.00026690,0.00002672
8100,0.00002401,0.00026684,0.00002668
8110,0.00002398,0.00026677,0.00002664
8120,0.00002394,0.00026670,0.00002661
8130,0.00002391,0.00026663,0.00002657
8140,0.00002387,0.00026656,0.00002654
8150,0.00002384,0.00026649,0.00002650
8160,0.00002381,0.00026643,0.00002647
8170,0.00002377,0.00026636,0.00002643
8180,0.00002374,0.00026630,0.00002640
8190,0.00002370,0.00026624,0.00002637
8200,0.00002367,0.00026617,0.00002633
8210,0.00002364,0.00026611,0.00002630
8220,0.00002360,0.00026605,0.00002626
8230,0.00002357,0.00026599,0.00002623
8240,0.00002354,0.00026593,0.00002619
8250,0.00002350,0.00026588,0.00002616
8260,0.00002347,0.00026582,0.00002613
8270,0.00002343,0.00026576,0.00002609
8280,0.00002340,0.00026571,0.00002606
8290,0.00002337,0.00026565,0.00002602
8300,0.00002333,0.00026560,0.00002599
8310,0.00002330,0.00026555,0.00002596
8320,0.00002327,0.00026550,0.00002592
8330,0.00002323,0.00026544,0.00002589
8340,0.00002320,0.00026539,0.00002586
8350,0.00002317,0.00026534,0.00002582
8360,0.00002314,0.00026529,0.00002579
8370,0.00002310,0.00026525,0.00002575
8380,0.00002307,0.00026520,0.00002572
8390,0.00002304,0.00026515,0.00002569
8400,0.00002300,0.00026511,0.00002565
8410,0.00002297,0.00026506,0.00002562
8420,0.00002294,0.00026502,0.00002559
8430,0.00002290,0.00026497,0.00002555
8440,0.00002287,0.00026493,0.00002552
8450,0.00002284,0.00026489,0.00002549
8460,0.00002281,0.00026484,0.00002545
8470,0.00002277,0.00026480,0.00002542
8480,0.00002274,0.00026476,0.00002539
8490,0.00002271,0.00026472,0.00002535
8500,0.00002267,0.00026468,0.00002532
8510,0.00002264,0.00026464,0.00002529
8520,0.00002261,0.00026460,0.00002526
8530,0.00002258,0.00026457,0.00002522
8540,0.00002254,0.00026453,0.00002519
8550,0.00002251,0.00026449,0.00002516
8560,0.00002248,0.00026446,0.00002512
8570,0.00002250,0.00026445,0.00002515
8580,0.00006611,0.00026517,0.00006876
8590,0.00002959,0.00026484,0.00003223
8600,0.00002822,0.00026478,0.00003086
8610,0.00002335,0.00026427,0.00002599
8620,0.00002262,0.00026420,0.00002526
8630,0.00002255,0.00026423,0.00002519
8640,0.00002226,0.00026411,0.00002490
8650,0.00002226,0.00026400,0.00002490
8660,0.00002220,0.00026394,0.00002484
8670,0.00002217,0.00026386,0.00002481
8680,0.00002214,0.00026377,0.00002478
8690,0.00002212,0.00026369,0.00002475
8700,0.00002209,0.00026361,0.00002472
8710,0.00002206,0.00026353,0.00002470
8720,0.00002203,0.00026345,0.00002467
8730,0.00002201,0.00026338,0.00002464
8740,0.00002198,0.00026330,0.00002461
8750,0.00002195,0.00026322,0.00002458
8760,0.00002193,0.00026315,0.00002456
8770,0.00002190,0.00026307,0.00002453
8780,0.00002187,0.00026300,0.00002450
8790,0.00002184,0.00026293,0.00002447
8800,0.00002182,0.00026286,0.00002445
8810,0.00002179,0.00026279,0.00002442
8820,0.00002176,0.00026272,0.00002439
8830,0.00002174,0.00026265,0.00002436
8840,0.00002171,0.00026258,0.00002433
8850,0.00002168,0.00026251,0.00002431
8860,0.00002166,0.00026245,0.00002428
8870,0.00002163,0.00026238,0.00002425
8880,0.00002160,0.00026232,0.00002422
8890,0.00002157,0.00026225,0.00002420
8900,0.00002155,0.00026219,0.00002417
8910,0.00002152,0.00026213,0.00002414
8920,0.00002149,0.00026207,0.00002411
8930,0.00002147,0.00026201,0.00002409
8940,0.00002144,0.00026194,0.00002406
8950,0.00002141,0.00026189,0.00002403
8960,0.00002139,0.00026183,0.00002401
8970,0.00002136,0.00026177,0.00002398
8980,0.00002133,0.00026171,0.00002395
8990,0.00002131,0.00026165,0.00002392
9000,0.00002128,0.00026160,0.00002390
9010,0.00002125,0.00026154,0.00002387
9020,0.00002123,0.00026149,0.00002384
9030,0.00002120,0.00026143,0.00002381
9040,0.00002117,0.00026138,0.00002379
9050,0.00002115,0.00026132,0.00002376
9060,0.00002112,0.00026127,0.00002373
9070,0.00002109,0.00026122,0.00002371
9080,0.00002107,0.00026117,0.00002368
9090,0.00002104,0.00026112,0.00002365
9100,0.00002101,0.00026107,0.00002363
9110,0.00002099,0.00026102,0.00002360
9120,0.00002096,0.00026097,0.00002357
9130,0.00002094,0.00026092,0.00002354
9140,0.00002091,0.00026087,0.00002352
9150,0.00002088,0.00026082,0.00002349
9160,0.00002086,0.00026078,0.00002346
9170,0.00002088,0.00026070,0.00002349
9180,0.00005678,0.00025999,0.00005938
9190,0.00002516,0.00026055,0.00002776
9200,0.00002656,0.00026048,0.00002917
9210,0.00002112,0.00026072,0.00002373
9220,0.00002123,0.00026061,0.00002383
9230,0.00002083,0.00026039,0.00002343
9240,0.00002071,0.00026033,0.00002332
9250,0.00002067,0.00026028,0.00002327
9260,0.00002063,0.00026018,0.00002323
9270,0.00002060,0.00026008,0.00002321
9280,0.00002058,0.00025999,0.00002318
9290,0.00002056,0.00025990,0.00002316
9300,0.00002054,0.00025982,0.00002313
9310,0.00002051,0.00025973,0.00002311
9320,0.00002049,0.00025965,0.00002309
9330,0.00002047,0.00025957,0.00002307
9340,0.00002045,0.00025948,0.00002304
9350,0.00002043,0.00025940,0.00002302
9360,0.00002040,0.00025932,0.00002300
9370,0.00002038,0.00025924,0.00002297
9380,0.00002036,0.00025916,0.00002295
9390,0.00002034,0.00025909,0.00002293
9400,0.00002031,0.00025901,0.00002290
9410,0.00002029,0.00025893,0.00002288
9420,0.00002027,0.00025886,0.00002286
9430,0.00002025,0.00025878,0.00002284
9440,0.00002023,0.00025871,0.00002281
9450,0.00002020,0.00025864,0.00002279
9460,0.00002018,0.00025857,0.00002277
9470,0.00002016,0.00025850,0.00002274
9480,0.00002014,0.00025843,0.00002272
9490,0.00002011,0.00025836,0.00002270
9500,0.00002009,0.00025829,0.00002268
9510,0.00002007,0.00025822,0.00002265
9520,0.00002005,0.00025816,0.00002263
9530,0.00002003,0.00025809,0.00002261
9540,0.00002000,0.00025802,0.00002258
9550,0.00001998,0.00025796,0.00002256
9560,0.00001996,0.00025790,0.00002254
9570,0.00001994,0.00025783,0.00002252
9580,0.00001992,0.00025777,0.00002249
9590,0.00001989,0.00025771,0.00002247
9600,0.00001987,0.00025765,0.00002245
9610,0.00001985,0.00025759,0.00002243
9620,0.00001983,0.00025753,0.00002240
9630,0.00001981,0.00025747,0.00002238
9640,0.00001978,0.00025741,0.00002236
9650,0.00001976,0.00025735,0.00002234
9660,0.00001974,0.00025730,0.00002231
9670,0.00001972,0.00025724,0.00002229
9680,0.00001970,0.00025718,0.00002227
9690,0.00001968,0.00025713,0.00002225
9700,0.00001965,0.00025707,0.00002222
9710,0.00001963,0.00025702,0.00002220
9720,0.00001961,0.00025696,0.00002218
9730,0.00001959,0.00025691,0.00002216
9740,0.00001957,0.00025686,0.00002213
9750,0.00001954,0.00025681,0.00002211
9760,0.00001952,0.00025676,0.00002209
9770,0.00001950,0.00025671,0.00002207
9780,0.00002052,0.00025678,0.00002309
9790,0.00001947,0.00025670,0.00002204
9800,0.00002409,0.00025647,0.00002665
9810,0.00002121,0.00025648,0.00002377
9820,0.00002007,0.00025661,0.00002264
9830,0.00001950,0.00025645,0.00002207
9840,0.00001948,0.00025629,0.00002204
9850,0.00001936,0.00025623,0.00002192
9860,0.00001934,0.00025617,0.00002190
9870,0.00001931,0.00025607,0.00002187
9880,0.00001929,0.00025598,0.00002185
9890,0.00001927,0.00025589,0.00002183
9900,0.00001925,0.00025581,0.00002181
9910,0.00001924,0.00025572,0.00002179
9920,0.00001922,0.00025564,0.00002177
9930,0.00001920,0.00025556,0.00002175
9940,0.00001918,0.00025548,0.00002174
9950,0.00001916,0.00025540,0.00002172
9960,0.00001914,0.00025532,0.00002170
9970,0.00001912,0.00025524,0.00002168
9980,0.00001911,0.00025516,0.00002166
9990,0.00001909,0.00025509,0.00002164
10000,0.00001907,0.00025501,0.00002162
10010,0.00001905,0.00025494,0.00002160
10020,0.00001903,0.00025487,0.00002158
10030,0.00001901,0.00025480,0.00002156
10040,0.00001900,0.00025473,0.00002154
10050,0.00001898,0.00025466,0.00002152
10060,0.00001896,0.00025459,0.00002150
10070,0.00001894,0.00025452,0.00002149
10080,0.00001892,0.00025445,0.00002147
10090,0.00001890,0.00025439,0.00002145
10100,0.00001888,0.00025432,0.00002143
10110,0.00001887,0.00025426,0.00002141
10120,0.00001885,0.00025419,0.00002139
10130,0.00001883,0.00025413,0.00002137
10140,0.00001881,0.00025407,0.00002135
10150,0.00001879,0.00025401,0.00002133
10160,0.00001877,0.00025394,0.00002131
10170,0.00001876,0.00025388,0.00002129
10180,0.00001874,0.00025383,0.00002128
10190,0.00001872,0.00025377,0.00002126
10200,0.00001870,0.00025371,0.00002124
10210,0.00001868,0.00025365,0.00002122
10220,0.00001866,0.00025360,0.00002120
10230,0.00001865,0.00025354,0.00002118
10240,0.00001863,0.00025348,0.00002116
10250,0.00001861,0.00025343,0.00002114
10260,0.00001859,0.00025338,0.00002112
10270,0.00001857,0.00025332,0.00002110
10280,0.00001855,0.00025327,0.00002109
10290,0.00001853,0.00025322,0.00002107
10300,0.00001852,0.00025317,0.00002105
10310,0.00001850,0.00025312,0.00002103
10320,0.00001848,0.00025307,0.00002101
10330,0.00001846,0.00025302,0.00002099
10340,0.00001844,0.00025297,0.00002097
10350,0.00001842,0.00025292,0.00002095
10360,0.00001841,0.00025287,0.00002094
10370,0.00001839,0.00025282,0.00002092
10380,0.00001837,0.00025278,0.00002090
10390,0.00001835,0.00025273,0.00002088
10400,0.00001836,0.00025270,0.00002089
10410,0.00004709,0.00025329,0.00004963
10420,0.00002543,0.00025306,0.00002797
10430,0.00002032,0.00025288,0.00002285
10440,0.00001997,0.00025244,0.00002249
10450,0.00001833,0.00025252,0.00002086
10460,0.00001833,0.00025244,0.00002085
10470,0.00001830,0.00025230,0.00002082
10480,0.00001821,0.00025225,0.00002073
10490,0.00001820,0.00025217,0.00002072
10500,0.00001818,0.00025207,0.00002070
10510,0.00001816,0.00025199,0.00002068
10520,0.00001815,0.00025192,0.00002067
10530,0.00001813,0.00025184,0.00002065
10540,0.00001812,0.00025176,0.00002063
10550,0.00001810,0.00025169,0.00002062
10560,0.00001809,0.00025161,0.00002060
10570,0.00001807,0.00025154,0.00002059
10580,0.00001805,0.00025147,0.00002057
10590,0.00001804,0.00025139,0.00002055
10600,0.00001802,0.00025132,0.00002054
10610,0.00001801,0.00025126,0.00002052
10620,0.00001799,0.00025119,0.00002050
10630,0.00001798,0.00025112,0.00002049
10640,0.00001796,0.00025106,0.00002047
10650,0.00001795,0.00025099,0.00002046
10660,0.00001793,0.00025093,0.00002044
10670,0.00001792,0.00025087,0.00002042
10680,0.00001790,0.00025080,0.00002041
10690,0.00001789,0.00025074,0.00002039
10700,0.00001787,0.00025068,0.00002038
10710,0.00001785,0.00025062,0.00002036
10720,0.00001784,0.00025057,0.00002034
10730,0.00001782,0.00025051,0.00002033
10740,0.00001781,0.00025045,0.00002031
10750,0.00001779,0.00025040,0.00002030
10760,0.00001778,0.00025034,0.00002028
10770,0.00001776,0.00025029,0.00002027
10780,0.00001775,0.00025024,0.00002025
10790,0.00001773,0.00025019,0.00002023
10800,0.00001772,0.00025013,0.00002022
10810,0.00001770,0.00025008,0.00002020
10820,0.00001769,0.00025003,0.00002019
10830,0.00001767,0.00024998,0.00002017
10840,0.00001766,0.00024994,0.00002015
10850,0.00001764,0.00024989,0.00002014
10860,0.00001762,0.00024984,0.00002012
10870,0.00001761,0.00024979,0.00002011
10880,0.00001759,0.00024975,0.00002009
10890,0.00001758,0.00024970,0.00002008
10900,0.00001756,0.00024966,0.00002006
10910,0.00001755,0.00024961,0.00002004
10920,0.00001753,0.00024957,0.00002003
10930,0.00001752,0.00024953,0.00002001
10940,0.00001750,0.00024949,0.00002000
10950,0.00001749,0.00024944,0.00001998
10960,0.00001747,0.00024940,0.00001997
10970,0.00001746,0.00024936,0.00001995
10980,0.00001744,0.00024932,0.00001993
10990,0.00001743,0.00024928,0.00001992
11000,0.00001741,0.00024924,0.00001990
11010,0.00001739,0.00024921,0.00001989
11020,0.00001738,0.00024917,0.00001987
11030,0.00001736,0.00024913,0.00001986
11040,0.00001735,0.00024909,0.00001984
11050,0.00001733,0.00024906,0.00001982
11060,0.00001732,0.00024902,0.00001981
11070,0.00001730,0.00024899,0.00001979
11080,0.00001729,0.00024895,0.00001978
11090,0.00001728,0.00024892,0.00001977
11100,0.00002147,0.00024913,0.00002396
11110,0.00003302,0.00024847,0.00003550
11120,0.00001726,0.00024897,0.00001975
11130,0.00001876,0.00024902,0.00002125
11140,0.00001762,0.00024870,0.00002011
11150,0.00001720,0.00024870,0.00001969
11160,0.00001726,0.00024868,0.00001974
11170,0.00001718,0.00024857,0.00001966
11180,0.00001716,0.00024850,0.00001964
11190,0.00001714,0.00024845,0.00001963
11200,0.00001713,0.00024838,0.00001961
11210,0.00001712,0.00024831,0.00001960
11220,0.00001710,0.00024825,0.00001959
11230,0.00001709,0.00024819,0.00001957
11240,0.00001708,0.00024813,0.00001956
11250,0.00001706,0.00024807,0.00001955
11260,0.00001705,0.00024801,0.00001953
11270,0.00001704,0.00024795,0.00001952
11280,0.00001703,0.00024790,0.00001951
11290,0.00001701,0.00024784,0.00001949
11300,0.00001700,0.00024779,0.00001948
11310,0.00001699,0.00024774,0.00001946
11320,0.00001697,0.00024769,0.00001945
11330,0.00001696,0.00024763,0.00001944
11340,0.00001695,0.00024759,0.00001942
11350,0.00001694,0.00024754,0.00001941
11360,0.00001692,0.00024749,0.00001940
11370,0.00001691,0.00024744,0.00001938
11380,0.00001690,0.00024740,0.00001937
11390,0.00001688,0.00024735,0.00001936
11400,0.00001687,0.00024731,0.00001934
11410,0.00001686,0.00024727,0.00001933
11420,0.00001685,0.00024722,0.00001932
11430,0.00001683,0.00024718,0.00001930
11440,0.00001682,0.00024714,0.00001929
11450,0.00001681,0.00024710,0.00001928
11460,0.00001679,0.00024706,0.00001927
11470,0.00001678,0.00024702,0.00001925
11480,0.00001677,0.00024699,0.00001924
11490,0.00001676,0.00024695,0.00001923
11500,0.00001674,0.00024691,0.00001921
11510,0.00001673,0.00024688,0.00001920
11520,0.00001672,0.00024684,0.00001919
11530,0.00001670,0.00024681,0.00001917
11540,0.00001669,0.00024677,0.00001916
11550,0.00001668,0.00024674,0.00001915
11560,0.00001667,0.00024670,0.00001913
11570,0.00001665,0.00024667,0.00001912
11580,0.00001664,0.00024664,0.00001911
11590,0.00001663,0.00024661,0.00001909
11600,0.00001661,0.00024658,0.00001908
11610,0.00001660,0.00024655,0.00001907
11620,0.00001659,0.00024652,0.00001905
11630,0.00001658,0.00024649,0.00001904
11640,0.00001656,0.00024646,0.00001903
11650,0.00001655,0.00024643,0.00001901
11660,0.00001654,0.00024640,0.00001900
11670,0.00001652,0.00024638,0.00001899
11680,0.00001651,0.00024635,0.00001897
11690,0.00001650,0.00024632,0.00001896
11700,0.00001649,0.00024630,0.00001895
11710,0.00001647,0.00024627,0.00001894
11720,0.00001646,0.00024625,0.00001892
11730,0.00001645,0.00024622,0.00001891
11740,0.00001643,0.00024620,0.00001890
11750,0.00001642,0.00024617,0.00001888
11760,0.00001641,0.00024615,0.00001887
11770,0.00001640,0.00024613,0.00001886
11780,0.00001638,0.00024610,0.00001884
11790,0.00001637,0.00024608,0.00001883
11800,0.00001672,0.00024598,0.00001918
11810,0.00001842,0.00024592,0.00002088
11820,0.00001793,0.00024627,0.00002040
11830,0.00001753,0.00024621,0.00001999
11840,0.00001683,0.00024592,0.00001929
11850,0.00001631,0.00024593,0.00001877
11860,0.00001638,0.00024593,0.00001884
11870,0.00001629,0.00024584,0.00001874
11880,0.00001628,0.00024578,0.00001874
11890,0.00001626,0.00024574,0.00001872
11900,0.00001625,0.00024569,0.00001871
11910,0.00001624,0.00024564,0.00001869
11920,0.00001623,0.00024559,0.00001868
11930,0.00001622,0.00024554,0.00001867
11940,0.00001621,0.00024550,0.00001866
11950,0.00001619,0.00024546,0.00001865
11960,0.00001618,0.00024541,0.00001864
11970,0.00001617,0.00024537,0.00001863
11980,0.00001616,0.00024533,0.00001862
11990,0.00001615,0.00024529,0.00001860
12000,0.00001614,0.00024525,0.00001859
12010,0.00001613,0.00024522,0.00001858
12020,0.00001612,0.00024518,0.00001857
12030,0.00001611,0.00024514,0.00001856
12040,0.00001610,0.00024511,0.00001855
12050,0.00001609,0.00024508,0.00001854
12060,0.00001608,0.00024504,0.00001853
12070,0.00001607,0.00024501,0.00001852
12080,0.00001605,0.00024498,0.00001850
12090,0.00001604,0.00024495,0.00001849
12100,0.00001603,0.00024492,0.00001848
12110,0.00001602,0.00024489,0.00001847
12120,0.00001601,0.00024486,0.00001846
12130,0.00001600,0.00024484,0.00001845
12140,0.00001599,0.00024481,0.00001844
12150,0.00001598,0.00024478,0.00001843
12160,0.00001597,0.00024476,0.00001842
12170,0.00001596,0.00024473,0.00001840
12180,0.00001595,0.00024471,0.00001839
12190,0.00001594,0.00024468,0.00001838
12200,0.00001592,0.00024466,0.00001837
12210,0.00001591,0.00024464,0.00001836
12220,0.00001590,0.00024461,0.00001835
12230,0.00001589,0.00024459,0.00001834
12240,0.00001588,0.00024457,0.00001833
12250,0.00001587,0.00024455,0.00001832
12260,0.00001586,0.00024453,0.00001830
12270,0.00001585,0.00024451,0.00001829
12280,0.00001584,0.00024449,0.00001828
12290,0.00001583,0.00024447,0.00001827
12300,0.00001582,0.00024445,0.00001826
12310,0.00001580,0.00024443,0.00001825
12320,0.00001579,0.00024442,0.00001824
12330,0.00001578,0.00024440,0.00001823
12340,0.00001577,0.00024438,0.00001822
12350,0.00001576,0.00024437,0.00001820
12360,0.00001575,0.00024435,0.00001819
12370,0.00001574,0.00024433,0.00001818
12380,0.00001573,0.00024432,0.00001817
12390,0.00001572,0.00024430,0.00001816
12400,0.00001571,0.00024429,0.00001815
12410,0.00001570,0.00024427,0.00001814
12420,0.00001568,0.00024426,0.00001813
12430,0.00001567,0.00024424,0.00001812
12440,0.00001566,0.00024423,0.00001811
12450,0.00001565,0.00024422,0.00001809
12460,0.00001564,0.00024420,0.00001808
12470,0.00001563,0.00024419,0.00001807
12480,0.00001562,0.00024418,0.00001806
12490,0.00001561,0.00024416,0.00001805
12500,0.00001561,0.00024414,0.00001805
12510,0.00002479,0.00024377,0.00002723
12520,0.00001561,0.00024422,0.00001806
12530,0.00001754,0.00024402,0.00001998
12540,0.00001570,0.00024410,0.00001814
12550,0.00001581,0.00024415,0.00001825
12560,0.00001555,0.00024406,0.00001799
12570,0.00001557,0.00024399,0.00001801
12580,0.00001552,0.00024397,0.00001796
12590,0.00001552,0.00024395,0.00001796
12600,0.00001551,0.00024390,0.00001794
12610,0.00001550,0.00024386,0.00001793
12620,0.00001549,0.00024383,0.00001793
12630,0.00001548,0.00024380,0.00001792
12640,0.00001547,0.00024377,0.00001791
12650,0.00001546,0.00024374,0.00001790
12660,0.00001545,0.00024371,0.00001789
12670,0.00001544,0.00024368,0.00001788
12680,0.00001543,0.00024365,0.00001787
12690,0.00001542,0.00024363,0.00001786
12700,0.00001541,0.00024360,0.00001785
12710,0.00001540,0.00024358,0.00001784
12720,0.00001540,0.00024355,0.00001783
12730,0.00001539,0.00024353,0.00001782
12740,0.00001538,0.00024351,0.00001781
12750,0.00001537,0.00024349,0.00001780
12760,0.00001536,0.00024347,0.00001779
12770,0.00001535,0.00024345,0.00001778
12780,0.00001534,0.00024343,0.00001777
12790,0.00001533,0.00024341,0.00001776
12800,0.00001532,0.00024339,0.00001776
12810,0.00001531,0.00024338,0.00001775
12820,0.00001530,0.00024336,0.00001774
12830,0.00001529,0.00024334,0.00001773
12840,0.00001528,0.00024333,0.00001772
12850,0.00001528,0.00024331,0.00001771
12860,0.00001527,0.00024330,0.00001770
12870,0.00001526,0.00024328,0.00001769
12880,0.00001525,0.00024327,0.00001768
12890,0.00001524,0.00024326,0.00001767
12900,0.00001523,0.00024325,0.00001766
12910,0.00001522,0.00024323,0.00001765
12920,0.00001521,0.00024322,0.00001764
12930,0.00001520,0.00024321,0.00001763
12940,0.00001519,0.00024320,0.00001762
12950,0.00001518,0.00024319,0.00001761
12960,0.00001517,0.00024318,0.00001760
12970,0.00001516,0.00024317,0.00001760
12980,0.00001515,0.00024316,0.00001759
12990,0.00001515,0.00024315,0.00001758
13000,0.00001514,0.00024314,0.00001757
13010,0.00001513,0.00024313,0.00001756
13020,0.00001512,0.00024312,0.00001755
13030,0.00001511,0.00024311,0.00001754
13040,0.00001510,0.00024311,0.00001753
13050,0.00001509,0.00024310,0.00001752
13060,0.00001508,0.00024309,0.00001751
13070,0.00001507,0.00024308,0.00001750
13080,0.00001506,0.00024308,0.00001749
13090,0.00001505,0.00024307,0.00001748
13100,0.00001504,0.00024306,0.00001747
13110,0.00001503,0.00024306,0.00001746
13120,0.00001502,0.00024305,0.00001745
13130,0.00001501,0.00024305,0.00001744
13140,0.00001500,0.00024304,0.00001743
13150,0.00001500,0.00024304,0.00001743
13160,0.00001499,0.00024303,0.00001742
13170,0.00001498,0.00024303,0.00001741
13180,0.00001497,0.00024302,0.00001740
13190,0.00001496,0.00024302,0.00001739
13200,0.00001511,0.00024306,0.00001754
13210,0.00001956,0.00024329,0.00002200
13220,0.00001494,0.00024308,0.00001737
13230,0.00001612,0.00024290,0.00001855
13240,0.00001492,0.00024300,0.00001735
13250,0.00001505,0.00024301,0.00001748
13260,0.00001491,0.00024293,0.00001733
13270,0.00001491,0.00024289,0.00001734
13280,0.00001489,0.00024288,0.00001732
13290,0.00001488,0.00024286,0.00001731
13300,0.00001487,0.00024282,0.00001730
13310,0.00001486,0.00024280,0.00001729
13320,0.00001485,0.00024277,0.00001728
13330,0.00001485,0.00024275,0.00001727
